,headline,date,snippet,source
1434,Japan's Suzuki Motor profit jumps 68 pct in Q3 on strong India sales,05/02/2018,to produce lithium-ionbatteries for cars in India.To get a foot in the door,reuters
1435,South Australia promises world's largest virtual power plant,03/02/2018,entrepreneur Elon Musk to build the world's biggest lithium ion battery which,reuters
1436,Blockchain to track Congo's cobalt from mine to mobile,02/02/2018,of ensuring the cobalt in lithium-ion batteries for products reserves and demand for the main mineral component of lithium-ion,reuters
1437,Thai Bangchak plans $3.5 bln investment by 2022 for expansion,01/02/2018,"to supporta lithium business with partners, Chaiwat said.Bangchak",reuters
1438,BRIEF-L&F receives patent,31/01/2018,", for method forpreparingpositive electrode active material for lithium",reuters
1439,U.S. agencies probe Apple over slowing iPhones: Bloomberg,31/01/2018,slow down some phones with battery problems. Aging lithium batteries,reuters
1440,BRIEF-LSC Announces Engagement With Haitong International Capital For Review Of Strategic Alternatives In Asia,31/01/2018,Jan 31 (Reuters) - Lsc Lithium Corp:* LSC ANNOUNCES ENGAGEMENT,reuters
1441,"U.S. DoJ, SEC probe Apple over slowing older iPhones -Bbg",30/01/2018,with battery problems.Apple said the problem was that aging lithium,reuters
1442,Exclusive: Vale at work on pioneering Canadian cobalt stream deal - sources,30/01/2018,is a critical component in rechargeable lithium-ion batteries and its,reuters
1443,RPT-GRAPHIC-China demand and tight supplies set to sustain nickel price rally,30/01/2018,and dissolved in sulphuric acid to make nickelsulphate used in lithium-ion,reuters
1444,China demand and tight supplies set to sustain nickel price rally,30/01/2018,nickel sulphate used in lithium-ion rechargeable batteries -- in LME,reuters
1445,GRAPHIC-China demand and tight supplies set to sustain nickel price rally,30/01/2018,in lithium-ion rechargeable batteries -- in LMEwarehouses are still,reuters
1446,BYD's Qinghai battery plant to start production in June -Xinhua,30/01/2018,"to start production at its lithiumbattery plant in western Qinghai with an annual output of 30,000 tonnesof lithium carbonate, a raw",reuters
1447,"BRIEF-Lithium Chile To Spin Out Chilean Copper Gold Assets And Complete $4,000,000 Private Placement",30/01/2018,"Jan 30 (Reuters) - Lithium Chile Inc:* LITHIUM CHILE TO SPIN OUT* LITHIUM CHILE INC - INTENDS TO COMPLETE, A NON-BROKEREDPRIVATE",reuters
1448,METALS-Base metals advance ahead of Trump address,29/01/2018,"an additional quota oflithium for local miner SQM, to meetpotential demand",reuters
1449,Chile open to increasing SQM lithium quota to satisfy Tesla: Corfo,29/01/2018,an additional quota of lithium for local miner SQM ,reuters
1450,Chile open to increasing SQM lithium quota to satisfy Tesla -Corfo,29/01/2018,"anadditional quota of lithium for local miner SQMto meet potential additional interest in buying ""important volumes"" oflithium hydroxide, a key ingredient",reuters
1451,BRIEF-Lithium Energi Exploration Inc. Secures $16 Mln Funding Package From Leading Institutional Investor,26/01/2018,Jan 26 (Reuters) - Lithium Energi Exploration Inc:* LITHIUM ENERGIINSTITUTIONAL INVESTOR* LITHIUM ENERGI EXPLORATION INC - ‍HAS SECURED A $16,reuters
1452,"MINOR METALS-Cobalt hits 9-year highs, Madagascar disruption fuels rally",26/01/2018,component in rechargeablelithium-ion batteries used to power mobile devices,reuters
1453,VW class counsel: Nationwide deal won’t be undone by 9th Circuit’s Hyundai ruling,25/01/2018,appeal in an antitrust class action by lithium battery purchasers,reuters
1454,Britain funds satellite hunt for new minerals,25/01/2018,"deposits of minerals, including batterymetal lithium, as part of geology and vegetation, Britishminer Cornish Lithium, which",reuters
1455,iPhone software update spotlights Apple secrecy on battery health,24/01/2018,"but it's a forbidden secret on the iPhone is crazy,"" Wiens said. All lithium ion",reuters
1456,Congo mining code passes Senate without opposition,24/01/2018,"on cobalt, a key ingredient in lithium-ion batteries.Nearly two-thirds",reuters
1457,POSCO to set up battery materials JVs with China's Zhejiang Huayou Cobalt,24/01/2018,lithium-ion battery materials with China's Zhejiang Huayou Cobalt < supplies of cobalt and other ingredients for lithium-ion battery materials,reuters
1458,BRIEF-Standard Lithium Announces $20 Million Bought Deal Private Placement Of Units,23/01/2018,Jan 23 (Reuters) - Standard Lithium Ltd:* STANDARD LITHIUM ANNOUNCES $20 MILLION BOUGHT DEAL PRIVATEPLACEMENT OF UNITS* STANDARD LITHIUM,reuters
1459,Heatwave tests Australia's power grid,18/01/2018,and industrial users.The extra capacity includes the world's biggest lithium,reuters
1460,"EMERGING MARKETS-Chilean, Argentine equities hit record highs",18/01/2018,"lithium and copper industries, while Argentina'sbenchmark index also it had struck a deal with lithium miner SQM,ending a long dispute over",reuters
1461,Oil specialist Westbeck to launch electric vehicle hedge fund,18/01/2018,"lithium, for example, is not rare and there could be surplus supply after",reuters
1462,BRIEF-Lithium Americas Corp Files For Mixed Shelf Of Up to $500 Million,18/01/2018,Jan 18 (Reuters) - Lithium Americas Corp:* LITHIUM AMERICAS CORP,reuters
1463,BRIEF-Henan Yicheng New Energy acquires 70 pct stake in lithium battery firm,17/01/2018,percent stake in a Henan-based lithium batteryfirm hasbeen transferred,reuters
1464,"Chile's Corfo, SQM strike deal in lithium dispute",17/01/2018,"on Wednesday that it had struck a deal with lithiumcompany SQM, putting Atacama, home to one of theworld's richest lithium deposits.SQM",reuters
1465,Tracking Europe's waste: 'There's gold in them landfills',17/01/2018,"that electric cars will become a source of materials such as neodymium, lithium",reuters
1466,Chinese firm Yongxing jumps on battery bandwagon with lithium project,17/01/2018,"-grade lithium, in a bid to secure a slice of the world'sbiggest electric of battery-grade lithium carbonateat a plant in Jiangxi, with start",reuters
1467,French startup launches hydrogen-powered bicyles,16/01/2018,of hydrogen holds about 600 times more energy than a one-kilo lithium,reuters
1468,BRIEF-Ningbo Shanshan's Energy Unit Plans High Density Lithium Battery Material Project,16/01/2018,HIGH DENSITY LITHIUM BATTERYMATERIALPROJECT WITH ACCUMULATIVE,reuters
1469,RPT-COLUMN-Why cobalt will struggle to free itself from the DRC: Andy Home,15/01/2018,to eliminate the stuff from lithium-ion batterieshas triggered,reuters
1470,Canada's RNC Minerals in talks to fund battery material mine,15/01/2018,"a clear path to secure financial backing,"" said Selby.Lithium batteries",reuters
1471,Column: Why cobalt will struggle to free itself from the DRC - Andy Home,15/01/2018,that there is no easy way to eliminate the stuff from lithium-ion batteries,reuters
1472,COLUMN-Why cobalt will struggle to free itself from the DRC: Andy Home,15/01/2018,from lithium-ion batterieshas triggered something of a global scramble,reuters
1473,"Chile government backs Corfo, SQM efforts to resolve royalty dispute: media",13/01/2018,"a dispute with miner SQM over lithium royalties, newspaper La Tercera of lithium, which is used in the batteries that power electric vehicles",reuters
1474,"Chile government backs Corfo, SQM efforts to resolve royalty dispute -media",13/01/2018,"a dispute with miner SQM overlithium royalties, newspaper La Tercera deposits of lithium, whichis used in the batteries that power electric",reuters
1475,BRIEF-Rock Tech Provides Update On Plans For 2018,12/01/2018,"Jan 12 (Reuters) - Rock Tech Lithium Inc:* ROCK TECH PROVIDES UPDATE ON PLANS FOR 2018* ROCK TECH LITHIUM INC - ‍""WITNESSING ANOTHER",reuters
1476,GS Yuasa to set up Hungary plant for automotive lithium ion batteries,11/01/2018,automotive lithium ion batteries.The company will assemble batteries,reuters
1477,"METALS-Shanghai nickel hits 2-month high on tight stocks, output concerns",11/01/2018,", a key ingredient inlithium-ion batteries, under a new mining code nearing",reuters
1478,METALS-Shanghai nickel touches highest since November on output concerns,10/01/2018,"royalties on cobalt, a key ingredient inlithium-ion batteries, under a new",reuters
1479,Senator wants Apple to answer questions on slowing iPhones,10/01/2018,said the problem was that aging lithium batteries delivered power,reuters
1480,BRIEF-Lithium Exploration Group Engaged Bitcoin And Blockchain Expert Ben Kraus To Evaluate Entry Into Bitcoin Mining Space,10/01/2018,Jan 10 (Reuters) - Lithium Exploration Group Inc:* LITHIUM,reuters
1481,U.S. senator wants Apple to answer questions on slowing iPhones,10/01/2018,Apple said theproblem was that aging lithium batteries delivered,reuters
1482,Congo considers more than doubling cobalt royalties,10/01/2018,"more than doubling royalties on cobalt, a keyingredient in lithium",reuters
1483,GM races to build a formula for profitable electric cars,09/01/2018,– the single most costly ingredient in current lithium-ion battery cells early lithium-ion battery development.With improvements in battery,reuters
1484,RPT-INSIGHT-GM races to build a formula for profitable electric cars,09/01/2018,most costly ingredient in current lithium-ion batterycells - has soared lithium-ion battery development.With improvements in battery chemistry,reuters
1485,INSIGHT-GM races to build a formula for profitable electric cars,09/01/2018,– thesingle most costly ingredient in current lithium-ion batterycells ofthe automaker's early lithium-ion battery development.With improvements in battery,reuters
1486,Coal dwarfs battery metals in mining deals despite war on pollution,05/01/2018,"for metals used in making batteries, such as lithium, cobalt and nickel processing for use in batteries.Lithium and cobalt  in particular",reuters
1487,"BRIEF-HP Recalls Batteries For Notebook Computers, Mobile Workstations Due To Fire, Burn Hazards",04/01/2018,"TO FIRE AND BURN HAZARDS* SAYS RECALL INVOLVES ABOUT 50,000 LITHIUM-ION",reuters
1488,BRIEF-FMC Revises Operating Agreements In Argentina,04/01/2018,LITHIUM BUSINESS* FMC CORP - ‍ REVISED OPERATING AGREEMENTS ELIMINATERESTRICTIONSTHAT MAY HAVE PREVENTED A CHANGE OF CONTROL OF FMC LITHIUM,reuters
1489,BRIEF-Ultra Lithium Signs Mou For Trial Production Of Lithium Carbonate,02/01/2018,Jan 2 (Reuters) - Ultra Lithium Inc:* ULTRA LITHIUM SIGNS MOU FOR TRIAL PRODUCTION OF LITHIUMCARBONATE* ULTRA LITHIUM INC - UNDER TERMS,reuters
1490,Apple apologizes after outcry over slowed iPhones,29/12/2017,"lithium batteries delivered power unevenly, which could cause iPhones",reuters
1491,BRIEF-Lithium Americas Provides Update On NYSE Listing,29/12/2017,Dec 29 (Reuters) - Lithium Americas Corp:* LITHIUM AMERICAS PROVIDES UPDATE ON NYSE LISTING* LITHIUM AMERICAS - INTENDS TO LIST DIRECTLY,reuters
1492,Bolivia seeks investors to power up lagging lithium output,29/12/2017,global lithium demand can lure foreign investors to the country where and other countries for lithium-ion batteries.The country is eager,reuters
1493,Chile could see $7.5 billion in royalties from SQM by 2030 -Corfo,27/12/2017,"to $7.5billion in royalties by 2030 from a new contract with lithium in the Salarde Atacama, one of the world´s richest deposits of lithium,since",reuters
1494,BRIEF-New Sea Union Telecom To Set Up Fund With Partners To Acquire Stake In Canada's Lithium Mine,27/12/2017,WITH PARTNERS A FUND AIMED AT ACQUIRING STAKE IN CANADA'SMOLBLAN LITHIUM MINE,reuters
1495,BRIEF-BYD'S JV With Qinghai Salt Lake Plans Lithium Battery Project Worth 4.8 Billion Yuan,26/12/2017,PLANS LITHIUM BATTERYPROJECTWITH TOTAL INVESTMENT OF 4.8 BILLION YUAN,reuters
1496,BRIEF-BYD's JV With Qinghai Salt Lake Plans Lithium Battery Project Worth 484.9 Million Yuan,26/12/2017,PLANS TO LITHIUMBATTERYPROJECT WITH TOTAL INVESTMENT OF 484.9 MILLION,reuters
1497,BRIEF-Margaux Red Capital Enters Share Exchange Agreement With Sigma Lithium Resources,22/12/2017,"AND SIGMA LITHIUM RESOURCES INC.ANNOUNCE QUALIFYING TRANSACTION WITH SIGMA LITHIUM RESOURCES INC* AS PER AGREEMENT, CO WILL ACQUIRE ALL",reuters
1498,"BRIEF-Liberty One Lithium Plans To Examine Short-List Of Prospective Lithium Properties In LATAM, Continental U.S. In Q1 2018",22/12/2017,Dec 22 (Reuters) - Liberty One Lithium Corp:* LIBERTY ONE LITHIUM SAYS PLANS UNDERWAY TO EXAMINESHORT-LIST OFPROSPECTIVE LITHIUM,reuters
1499,"Bracing for EV shift, NGK Spark Plug ignites all solid-state battery quest",22/12/2017,"will be safer and more powerful than the lithium-ion batteries currently used are more powerful, lighter and can charge quicker than conventional lithium",reuters
1500,"REFILE-Bracing for EV shift, NGK Spark Plug ignites all solid-state battery quest",22/12/2017,", whichexperts believe will be safer and more powerful than thelithium than conventionallithium-ion batteries.NGK Spark Plug joins Toyota",reuters
1501,"RPT-COLUMN-Blue skies, green cars and a year of revolution for industrial metals: Andy Home",21/12/2017,", this was a lithium story lastyear and become a cobalt story this year before part. Then you need to forecast which ofmany different lithium-ion",reuters
1502,U.S. launches effort to reduce reliance on imports or critical minerals,21/12/2017,"earths metals, lithium, graphite and other minerals. That report did China.Much of the world's lithium is produced in Australia and Chile",reuters
1503,"COLUMN-Blue skies, green cars and a year of revolution for industrial metals: Andy Home",21/12/2017,"In terms of raw materials, this was a lithium story lastyear and become ofmany different lithium-ion battery configurations will become",reuters
