,headline,date,snippet,source
2116,PRESS DIGEST- Financial Times - Dec 16,15/12/2015,"://on.ft.com/1O4fs3Q)TESLA IN STAND-OFF OVER LITHIUM SUPPLY(http://on.ft.com for lithium, the material used in batteries, leavingunclear the source",reuters
2117,Singapore students build personal flying machine,15/12/2015,"-friendly too, as the three rechargeable lithium batteries get their energy",reuters
2118,"Paris climate pact sinks coal stocks, lifts renewable energy",14/12/2015,"SolarEdge Technologies Inc and Albemarle Corp, which supplies lithium",reuters
2119,Renewable energy stocks rally after Paris climate deal,14/12/2015,"that supplies lithium - a key component for batteries.However, others",reuters
2120,Top U.S. airlines ban hoverboards due to fire risk,10/12/2015,"factors to be taken into consideration include the size of the lithium consignments of lithium ion batteries, which are used in everything from",reuters
2121,Chinese-backed electric car venture to build first plant in Nevada,10/12/2015,Inc to build a $5 billion lithium-ion battery plant in the state,reuters
2122,Airlines weigh up hoverboard transport dilemma,10/12/2015,typically use lithiumion batteries.The International Air Transport to be taken intoconsideration include the size of the lithium ion battery,reuters
2123,Investors shrug off climate summit investment pledges,07/12/2015,"on low emissions would benefit Tesla, lithium",reuters
2124,Tesla sounds out lithium tie-up with Chilean miner Codelco: newspaper,03/12/2015,met with government authorities in Chile to discuss a lithium venture on Thursday. Lithium is a key ingredient of the electric car batteries used,reuters
2125,Tesla sounds out lithium tie-up with Chilean miner Codelco -newspaper,03/12/2015,Inc has met with government authorities inChile to discuss a lithium on Thursday.Lithium is a key ingredient of the electric car batteries,reuters
2126,Goldman backs low-emissions stocks as climate talks start,30/11/2015,">, lithium supplier Albemarle  and solar-panel",reuters
2127,Musk's Tesla faces German battle over battery-powered homes,27/11/2015,"selling lithium-ion batteries for households next year.The batteries of various suppliers may differ, but costs overall have fallen and lithium",reuters
2128,INSIGHT-Musk's Tesla faces German battle over battery-powered homes,27/11/2015,"homes in April, when itsaid it would start selling lithium-ion, but costsoverall have fallen and lithium-ion battery packs are the norm",reuters
2129,German battery maker launches scheme to share solar power,25/11/2015,"8,500 lithium battery units, sayingthis makes it the European market",reuters
2130,"What to Watch in the Day Ahead - Tuesday, Nov 17",16/11/2015,", and FINRA.Chile's SQM, the world's largest lithium producer which has been",reuters
2131,Chile's Oro Blanco seeks buyer or partner for SQM shares,13/11/2015,"ingredient lithium, as well as an important supplier ofiodine and other",reuters
2132,BRIEF-Sichuan Yahua signs framework agreement with Zhonghe on acquisition of 2 lithium firms,09/11/2015,,reuters
2133,Exclusive: Investigators '90 percent sure' bomb downed Russian plane,09/11/2015,"explosion, metal fatigue in the plane or lithium batteries overheating.He",reuters
2134,"Russian plane broke up in mid-air after noise, crash investigators say",07/11/2015,"said structural fatigue, a fuel explosion and even lithium batteries",reuters
2135,"WRAPUP 3-Russian plane broke up in mid-air after noise, crash investigators say",07/11/2015,"conclusion. He said structural fatigue, a fuelexplosion and even lithium",reuters
2136,U.S. trade chief defends Pacific trade deal auto rules,05/11/2015,"manufacturers, including turbo chargers, steering systems, lithium",reuters
2137,Scientists announce progress toward better battery to power cars,29/10/2015,energy-hungry devices far better than current lithium-ion batteries demonstration model of a lithium-oxygen battery that overcomes many,reuters
2138,"Panasonic second-quarter profit beats estimates, reassures on Tesla",29/10/2015,are on track to produce lithium-ion batteries at the U.S. automaker's to focus on lithium-ion batteries. ($1 = 120.7300 yen) (Reporting,reuters
2139,GS Yuasa to buy Panasonic's lead acid battery business for $250 mln,29/10/2015,aims to focus onlithium-ion batteries.Kyoto-based GS Yuasa said,reuters
2140,New tech makes hybrid buses cost-effective,27/10/2015,"such as steel, rather than exotic and rare materials such as lithium, which",reuters
2141,POSCO may build Magnis Resources' Tanzanian graphite project,27/10/2015,is expected to soar as it is a majoringredient in lithium-ion batteries will make more lithium ion batteries annually by 2020 thanwere produced,reuters
2142,"Umicore maintains guidance as catalysts, batteries soar",22/10/2015,percent higher.Demand for Umicore's lithium cobaltite materials used,reuters
2143,German stocks - Factors to watch on October 20,20/10/2015,automotive industry to set up a biglithium-ion-battery factory,reuters
2144,BRIEF-Saft and Boeing renew satellite battery long term agreement,13/10/2015,battery long termagreement for lithium-ion* Deal is 5 year,reuters
2145,Chemical maker FMC cuts adjusted profit forecast again,12/10/2015,"Apart from agricultural solutions, health and nutrition and lithium",reuters
2146,"What to Watch in the Day Ahead - Wednesday, Oct 7",06/10/2015,in New York for research leading to the development of the lithium-ion,reuters
2147,Japan says can build subs in Australia 'from day one',06/10/2015,"It played up the high-capacity lithium ion battery, the world's first",reuters
2148,"Japan says can build subs in Australia ""from day one""",06/10/2015,"It played up the high-capacity lithium ionbattery, the world's first",reuters
2149,Marine robots unite in hunt for wildlife hotspots,29/09/2015,", adding that the lithium batteries onboard a glider could run for up",reuters
2150,Nobel Prize predictions see honors for gene editing technology,24/09/2015,for research leading to the development of the lithium-ion battery.Also,reuters
2151,EC says investigating possible laptop battery cartel,16/09/2015,"prices of cylindrical lithium ion battery cells.""The Commission",reuters
2152,"Nitin Gadkari, India's 'bulldozer', promises to add 2 percentage points to growth",02/09/2015,"cars and buses on lithium batteries. He is also designing a ""cash",reuters
2153,European Factors to Watch-Shares set to fall after weak China manufacturing data,01/09/2015,AG said it received an order for a production line for lithium-ion,reuters
2154,German stocks - Factors to watch on September 1,01/09/2015,it received an order for a production line forlithium-ion batteries,reuters
2155,Bosch acquires U.S. electric car battery developer Seeo,28/08/2015,-generation lithium-ion batteries that could double the range of electric on an industrial scale.Seeo's advanced lithium polymer cells have an energy,reuters
2156,"Panasonic to shut battery factory in Beijing, cut 1,300 jobs",27/08/2015,T> on Thursday said it will stop making lithium-ion batteries of lithium-ion batteries and solar panels which it acquired in 2010,reuters
2157,BRIEF-Panasonic: to end lithium-ion battery output in Beijing this month,26/08/2015,"of lithium-ion batteries at Beijingplant this month, workers were informed",reuters
2158,"Panasonic to stop making batteries in Beijing, cut 1,300 jobs -Nikkei",26/08/2015,will stop making lithium-ion batteriesat its factory in Beijing,reuters
2159,"Nikkei edges up on Wall St gains, but China concerns cap market",17/08/2015,"lithium-ion batteriesBy Ayai TomisawaTOKYO, Aug 18 (Reuters) - Japanese-generation lithium-ionbatteries to be used in electric vehicles",reuters
2160,Dutch engineer develops autonomous quadcopter vehicle,11/08/2015,engines are powered by lithium battery and has an aluminum alloy structure,reuters
2161,Japanese engineer develops world's first 'car in a bag',10/08/2015,"at Cocoa Motors recently unveiled the lithium battery-powered ""WalkCar",reuters
2162,Pocket-sized personal transporters could soon be seen on the streets of Tokyo,07/08/2015,"Motors recently unveiled the lithium battery-powered ""WalkCar"" transporter",reuters
2163,Nvidia recalls some Shield tablets due to battery fire fears,31/07/2015,"such concerns in the future.""""Products containing lithium-ion batteries",reuters
2164,CORRECTED-UPDATE 2-Nvidia recalls some Shield tablets due to battery fire fears,31/07/2015,"to avoid suchconcerns in the future.""""Products containing lithium",reuters
2165,Lithium find in exploding star could help solve astronomy puzzle,29/07/2015,"SANTIAGO (Reuters) - Astronomers have discovered lithium in a type lithium in Nova Centauri, which exploded in 2013 - the brightest nova so",reuters
2166,General Electric aims big in energy storage after battery step back,26/07/2015,", GE is offering customers the option to install lithium-ion batteries deals to supply energy storage projects with lithium ion batteries",reuters
2167,BRIEF-Arkema and Hydro-Quebec set up laboratory for lithium-ion batteries,09/07/2015,a joint laboratory forlithium-ion batteries* Collaboration is between,reuters
2168,RPT-French renewables power grid pilot shows limits of batteries in Europe,06/07/2015,20 lithium-ion batteries torooftop solar panels. Residents themselves,reuters
2169,French renewables power grid pilot shows limits of batteries in Europe,05/07/2015,"/hour, ERDF has connected 20 lithium-ion batteries to rooftop solar",reuters
2170,AeroMexico Dreamliner makes emergency landing in Ireland,29/06/2015,the worldwide 787 fleet in January 2013 after lithium-based batteries,reuters
2171,Smart cycle jacket could save lives on Mexico City's roads,19/06/2015,by a lightweight rechargeable lithium battery.The busy Mexican,reuters
2172,France's Peugeot teams up with Bollore on electric cars,17/06/2015,are betting on a different technology known as lithium ion batteries,reuters
2173,Panasonic to send hundreds to Tesla Gigafactory from autumn,08/06/2015,", is partnering with Tesla to makelithium-ion batteries at the eco-car",reuters
2174,EDF bets on 'French Tesla'in $100 million start-up venture fund,27/05/2015,", told reporters its lithium-ion batteries were as good as Tesla's",reuters
2175,"EDF bets on ""French Tesla"" in $100 mln start-up venture fund",27/05/2015,"Gurtner, told reporters itslithium-ion batteries were as good",reuters
2176,"BRIEF-Thai Bangchak targets avg refining capacity of 110,000 bpd annually over next 3 years",14/05/2015,in Lithium business in the United States in the middle of 2015.Further,reuters
2177,"Apple, A123 close to settling battery hiring lawsuit",13/05/2015,to comment.A123 Systems is a pioneering industrial lithium-ion battery,reuters
2178,DIARY-U.S. MEETINGS/WEEK AHEAD,13/05/2015,Lithium at Credit Suisse Disruptive Technology Conf13 May,reuters
2179,Swiss stocks - Factors to watch on May 11,11/05/2015,for the manufacturing and thecommercialization of Lithium ion storage systems,reuters
2180,BRIEF-Leclanche and Litarion announce supply agreement for graphite NMC lithium-ion electrodes,11/05/2015,(an Electrovaya company) announce asupply agreement for graphite NMC lithiumcollaboration and sees two of Europe's largest lithium ionproduction,reuters
2181,Israeli defence firm Elbit shifts gears with electric buses,07/05/2015,supercapacitor - combined with a lithium ion battery - giving itboth the high,reuters
2182,RPT-Japan to hand over data ahead of Australia submarine bid-sources,06/05/2015,"it isinterested in Tokyo's 4,000-tonne Soryu class sub and itslithium-ion",reuters
2183,BRIEF-Leclanche and Visedo Oy enter into strategic alliance,04/05/2015,highquality lithium-ion solutions and batteries with long calendar,reuters
2184,Safer packaging sought for lithium battery air cargo: U.N. panel,01/05/2015,"to ship lithium batteries, which pilots and plane makers say pose to develop safer packaging for the transport of lithium ion batteries used",reuters
2185,Safer packaging sought for lithium battery air cargo -U.N. panel,01/05/2015,"packaging to ship lithium batteries, which pilots and planemakers say to develop safer packaging for the transport of lithiumion batteries",reuters
2186,Tesla hunts for new revenue in home storage batteries,30/04/2015,Government subsidies and a dramatic drop in the price of lithium ion,reuters
2187,Chile's SQM delays U.S. report filing as payment probe continues,30/04/2015,", the world's biggest lithiumproducer, has been embroiled in a scandal over fake",reuters
2188,"AES says power storage business expanding into Europe, new U.S. markets",27/04/2015,demonstration projects.Energy storage systems such as the lithium ion for more renewable energy and a sharpdrop in the price of lithium ion,reuters
